author_name,editor_name
Reinhard C. Laubenbacher,
Marc Fuchs,
Quoc-Nam Tran,
Franz Winkler,
Henri Lombardi,
Marie-Franoise Roy,
Mohab Safey El Din,
Rdiger Gebauer,
H. Michael Mller,
Enno Ohlebusch,
Stphane Collart,
Daniel Mall,
Matthew Dickerson,
Thom Mulders,
Thom Mulders,
Stuart B. Savage,
Jean-Marc Andreoli,
Uwe M. Borghoff,
Remo Pareschi,
Wilberd Van Der Kallen,
M. R. Vaughan-Lee,
Michael Vaughan-Lee,
Harrison Tsai,
Uli Walther,
Jean-Guillaume Dumas,
B. David Saunders,
Gilles Villard,
Ibrahim A. I. Suleiman,
Robert A. Wilson,
Holger W. Gollan,
T. W. Ostermann,
Alain Sausse,
Tobias Nipkow,
Gert-Martin Greuel,
Alberto Abad,
Felix San-Juan,
George F. McNulty,
Patrizia M. Gianni,
Mika Seppl,
Robert Silhol,
Barry M. Trager,
W. W. Adams,
Serkan Hosten,
Philippe Loustaunau,
J. L. Miller,
Michael B. Hayden,
Edmund A. Lamagna,
A. Deprit,
Etienne Deprit,
Patrick A. Worfolk,
Jacques Morgenstern,
John Abbott,
Anna Maria Bigatti,
M. Kreuzer,
Lorenzo Robbiano,
Raimundas Vidunas,
Wolfram Decker,
Frank-Olaf Schreyer,
Bruno Salinier,
Robert Strandh,
C. R. Leedham-Green,
Leonard H. Soicher,
Gene Cooperman,
Larry Finkelstein,
Gene Cooperman,
Larry Finkelstein,
Gene Cooperman,
Victor Grinberg,
Martn Abadi,
Zohar Manna,
Anna Maria Bigatti,
Roberto La Scala,
Lorenzo Robbiano,
K. S. Klbig,
Roberto La Scala,
Michael Stillman,
Rida T. Farouki,
Gregory Butler,
John J. Cannon,
Gregory Butler,
John J. Cannon,
Gregory Butler,
John J. Cannon,
Gregory Butler,
Clement W. H. Lam,
Gerhard J. A. Schneider,
Jan Verschelde,
Erich Kaltofen,
Bruno Buchberger,
Erich Kaltofen,
Barry M. Trager,
Gbor Bodnr,
Josef Schicho,
Gbor Bodnr,
Josef Schicho,
Felipe Cucker,
Pascal Koiran,
Steve Smale,
Michael Kalkbrener,
Michael Kalkbrener,
Michael Kalkbrener,
Michael Kalkbrener,
Michael Kalkbrener,
Harald Ganzinger,
Robert Fournier,
Norbert Kajler,
Bernard Mourrain,
Katherine A. Yelick,
George Havas,
William M. Kantor,
Timothy F. Havel,
Robert Paige,
Fritz Henglein,
Darrell R. Raymond,
Derick Wood,
Marc Chardin,
V. Dietrich,
S. B. Conlon,
Gernot Haager,
Gerd Baumann,
Theo F. Nonnenmacher,
Toshinori Oaku,
Takeshi Shimoyama,
Toshinori Oaku,
Nobuki Takayama,
Klaus Madlener,
Andrea Sattler-Klein,
Friedrich Otto,
Bernard Mourrain,
Gilles Villard,
Gilles Villard,
J. E. F. Guimaraes,
G. R. Heppler,
Stephen R. Czapor,
Christian Bauer,
Alexander Frink,
Richard Kreckel,
B. Autin,
J. Bengtsson,
Adam Strzeboski,
Volker Weispfenning,
Volker Weispfenning,
Volker Weispfenning,
Volker Weispfenning,
Mohsin Ahmed,
G. Venkatesh,
Ursula Martin,
M. Lai,
Ursula Martin,
Tobias Nipkow,
Bernd Martin,
Gerhard Pfister,
Ursula Martin,
Duncan Shand,
D. I. Hughes,
Heinz Kredel,
Volker Weispfenning,
Manfred Schmidt-Schau,
Manfred Schmidt-Schau,
Klaus U. Schulz,
Manfred Gbel,
Manfred Gbel,
Carlo Traverso,
Stphane Kaplan,
Dmitri Boulanger,
Maurice Bruynooghe,
S. M. Brien,
A. P. Martin,
Scott H. Murray,
E. A. O'Brien,
Neil V. Murray,
Erik Rosenthal,
Michael F. Singer,
Michael F. Singer,
P. P. Boyle,
W. Tian,
Fred Guan,
Alessandro Armando,
Alessandro Coglio,
Fausto Giunchiglia,
Silvio Ranise,
Arne Ledet,
R. Ramesh,
I. V. Ramakrishnan,
Murray R. Bremner,
Felix Ulmer,
J. Carminati,
John S. Devitt,
Gregory J. Fee,
Henri Cohen,
Francisco Diaz y Diaz,
Michel Olivier,
Henri Cohen,
Francisco Diaz y Diaz,
Michel Olivier,
S. P. Glasby,
Bernard Beauzamy,
Vilmar Trevisan,
Paul S. Wang,
K. Kalorkoti,
Franois Bergeron,
Jaime Gutierrez,
Rosario Rubio San Miguel,
Jaime Gutierrez,
Toms Recio,
W. A. Beyer,
L. R. Fawcett,
Leo P. Harten,
B. K. Swartz,
Stanley Cabay,
Peter Kossowski,
W. A. Beyer,
L. R. Fawcett,
R. Daniel Mauldin,
B. K. Swartz,
Karin Gattermann,
Frdric Guyard,
Driss Bouziane,
Abdelilah Kandri-Rody,
Hamid Maarouf,
Mats Jirstrand,
W. Boege,
Rdiger Gebauer,
Heinz Kredel,
N. Klingen,
Eduardo Cattani,
Reinhard C. Laubenbacher,
D. B. A. Epstein,
Derek F. Holt,
S. E. Rees,
Christoph M. Hoffman,
Andrew Lomonosov,
Meera Sitharam,
David Pokrass Jacobs,
Sekhar V. Muddana,
Thomas Becker,
Thomas Becker,
Christoph M. Hoffmann,
Robert Joan-Arinyo,
Masayuki Noro,
Kazuhiro Yokoyama,
Gilles Labont,
Ana Pasztor,
Willem A. de Graaf,
Hans-Gert Grbe,
Hans-Gert Grbe,
Panagiotis Alevizos,
Jean-Daniel Boissonnat,
Mariette Yvinec,
George E. Andrews,
Peter Paule,
Oliver Gnther,
Wolfram Decker,
Agnes E. Heydtmann,
Frank-Olaf Schreyer,
Emmanuel Kounalis,
Michal Rusinowitch,
Pierre Flener,
Kung-Kiu Lau,
Mario Ornaghi,
Julian Richardson,
Aart Middeldorp,
George E. Collins,
Mark J. Encarnacin,
George E. Collins,
Mark J. Encarnacin,
George E. Collins,
H. Hong,
Edward L. Green,
Bruce W. Char,
Keith O. Geddes,
Gaston H. Gonnet,
Jrgen Klners,
Gunter Malle,
Jrgen Klners,
Michael Pohst,
Felipe Cucker,
Marie-Franoise Roy,
Mohamed Adi,
Claude Kirchner,
C. R. Leedham-Green,
Cheryl E. Praeger,
Leonard H. Soicher,
Cesar Alonso,
Jaime Gutierrez,
Toms Recio,
Karin Gatermann,
Birkett Huber,
B. Schend,
Young S. Cho,
Doris L. Carver,
Zhijian Zhu,
Qianhong Liu,
James A. McHugh,
Peter A. Ng,
Paul A. D. de Maine,
Kenneth D. Bradley,
Stephen Jodis,
Margaret M. de Maine,
Paul A. D. de Maine,
Kenneth D. Bradley,
Stephen Jodis,
Margaret M. de Maine,
Paul A. D. de Maine,
Kenneth D. Bradley,
Stephen Jodis,
Margaret M. de Maine,
Paul A. D. de Maine,
Kenneth D. Bradley,
Stephen Jodis,
Margaret M. de Maine,
Joseph A. Goguen,
Doan Nguyen,
Jos Meseguer,
Luqi,
Du Zhang,
Valdis Berzins,
Paul A. D. de Maine,
Kenneth D. Bradley,
Paul A. D. de Maine,
K. G. Price,
Ralph D. Semmel,
A. Kossiakoff,
M. R. Hall,
Xien Fan,
Peter A. Ng,
Rhan Ha,
Hojung Cha,
Jane W.-S. Liu,
Michael R. Olsem,
Taiming Chu,
Lyman Do,
Pamela Drew,
Xiangyang Li,
Mohammad A. Ketabchi,
Hsien-Chang Kuo,
Gary G. Mou,
Chih-Ying Wang,
Peter A. Ng,
D. C. Douglas Hung,
Sang Hyuk Son,
H. T. Yeh,
Wenke Lee,
Gail E. Kaiser,
Ee-Peng Lim,
Jaideep Srivastava,
Tok Wang Ling,
Qianhong Liu,
Peter A. Ng,
Pyeong S. Mah,
Soon Myoung Chung,
Suzanne N. Delcambre,
Murat M. Tanik,
Alan M. Christie,
Marc I. Kellner,
William E. Riddle,
David C. Rine,
Stephen F. Mills,
Murat M. Tanik,
Jerome H. Carter,
Warren T. Jones,
eva Khn,
Ahmed K. Elmagarmid,
Yungho Leu,
Noureddine Boudriga,
Agostino Poggi,
Susan Darling Urban,
Taoufik Ben Abdellatif,
Chin-Wan Chung,
Xian Ye,
Christine Parent,
Stefano Spaccapietra,
Biren Prasad,
D. H. H. Yoon,
Bernd J. Krmer,
Norbert Vlker,
Reiner Lichtenecker,
H.-F. Ktter,
Malek Bounab,
Claude Godart,
David A. Conner,
Gary J. Grimes,
Jay Goldman,
Vason P. Srini,
Tam M. Nguyen,
Darren R. Busing,
Michael Carlton,
Bruce K. Holmer,
Georges E. Smine,
Alvin M. Despain,
David B. Kemp,
Kotagiri Ramamohanarao,
Peter J. Stuckey,
Kenneth C. Hoffman,
Nikitas A. Assimakopoulos,
Jianshun Hu,
Xuhong Li,
D. C. Hung,
Simon Doong,
Peter A. Ng,
D. H. H. Yoon,
L. S. King,
George Krasovec,
Steven Howell,
Tok Wang Ling,
Mark Wilson,
Gil Myers,
Naiquan Zheng,
Ken Yong-Hing,
L. Glen Watson,
Xien Fan,
Qianhong Liu,
Peter A. Ng,
Masahiko Tsukamoto,
Shojiro Nishio,
Renate Motschnig-Pitrik,
Brian Lowe,
Justin Zobel,
Ron Sacks-Davis,
Sergio Greco,
Luigi Palopoli,
Eugenio Spadafora,
D. H. H. Yoon,
Q. Zhu,
V. Mohanram,
J. Cheng,
Coskun Bayrak,
Murat M. Tanik,
Ali H. Dogru,
Donald H. Sebastian,
Sam Yuan Sung,
Stephen Huang,
Arthur Ramer,
Ramamohanrao S. Jawadi,
Stanley Y. W. Su,
Dallan Quass,
Anand Rajaraman,
Jeffrey D. Ullman,
Jennifer Widom,
Yehoshua Sagiv,
Evaggelia Pitoura,
Luqi,
M. Shing,
Iakovos Motakis,
Carlo Zaniolo,
Valdis Berzins,
David Dampier,
Yahiko Kambayashi,
Zhiyong Peng,
Aloysius K. Mok,
Rwo-Hsi Wang,
Chih-Kan Wang,
Remzi Seker,
Sokol Saliu,
Ahmet Birand,
G. Kudaiberdieva,
Nikitas A. Assimakopoulos,
Mieczyslaw M. Kokar,
Nancy Daly,
Roberto Muscia,
Olaf Sedmak,
Paul A. D. de Maine,
Kenneth D. Bradley,
W. Homer Carlisle,
W. B. Dress,
Paul A. D. de Maine,
Kenneth D. Bradley,
Stephen Jodis,
Margaret M. de Maine,
Paul A. D. de Maine,
Kenneth D. Bradley,
Stephen Jodis,
Margaret M. de Maine,
Judith A. Haney,
Vram Kouramajian,
Ramez Elmasri,
Wita Wojtkowski,
Andrew Dinn,
Norman W. Paton,
M. Howard Williams,
Alvaro A. A. Fernandes,
Maria L. Barja,
Fuad Gattaz Sobrinho,
Balasubramaniam Ramesh,
Luqi,
Elena Baralis,
Stefano Ceri,
Stefano Paraboschi,
Kari Laitinen,
Jorma Taramaa,
M. Heikkila,
Neil C. Rowe,
Shinji Kusumoto,
Tohru Kikuno,
Ken-ichi Matsumoto,
Koji Torii,
Samir M. Koriem,
Lalit M. Patnaik,
Taghi M. Khoshgoftaar,
Edward B. Allen,
David L. Lanning,
T. Shung-Ming,
Kate Finney,
Norman E. Fenton,
K. Al-Saqabi,
Kassem Saleh,
I. Ahmad,
Mary Jean Harrold,
A. Jefferson Offutt,
Kanupriya Tewary,
Richard Lai,
Jian Lu,
Zongming Fei,
Chieh-ying Kan,
Xudong He,
Richard Lai,
Richard Lai,
K. Lam,
T. Salkield,
G. Lee,
J. Lee,
Yi-Bing Lin,
J. Geigel,
Shaoying Liu,
John A. McDermid,
Arun Lakhotia,
Mohammad A. Ketabchi,
Kamyar Jambor-Sadeghi,
Scott L. Schneberger,
Yasuhiro Mashiko,
Victor R. Basili,
Chung-Ming Huang,
Jenq-Muh Hsu,
L. Huei-Yang,
H. Duen-Tay,
P. Jao-Chiang,
Jeff Tian,
C. Chin-Chen,
W. Chih-Hung,
Victor M. Markowitz,
Yoav Raz,
W. Jie,
Eduardo B. Fernndez,
Z. Manxia,
Lionel C. Briand,
William M. Thomas,
R. W. Matzen,
K. M. George,
G. E. Hedrick,
Armin R. Mikler,
Johnny S. Wong,
Vasant Honavar,
R. Agarwal,
J. Prasad,
David Chenho Kung,
Jerry Gao,
Pei Hsia,
Yasufumi Toyoshima,
Chris Chen,
June M. Verner,
Narciso Cerpa,
Mitchell L. Neilsen,
Alberto Pasquini,
B. Rehder,
N. Pennington,
A. Y. Lee,
Germinal Boloix,
Bill C. Hardgrave,
S. Jayaprakash,
C. R. Muthukrishnan,
Y. Leung,
J. R. Warren,
A. F. Norcio,
Jack W. Stott,
G. C. Canfield,
Antonia Bertolino,
Martina Marr,
Marvin V. Zelkowitz,
B. Cuthill,
Marvin V. Zelkowitz,
P. Shah,
J. Wong,
Narasimhaiah Gorla,
R. Ramakrishnan,
M. W. Maier,
C. K. Lokan,
Li-Chi Feng,
Ruei-Chuan Chang,
zgr Ulusoy,
H. J. Jeffrey,
Z. Jiang,
Ted G. Lewis,
Z. Lihua,
Weldon Jackson,
Russel L. Wilson,
J. Nechvatal,
Jos Javier Dolado,
Kevin L. Mills,
Alan C. Benander,
Barbara A. Benander,
H. Pu,
Suzanne W. Dietrich,
Changguan Fan,
E. Cortes-Rello,
A. Kameas,
P. Pintelas,
Hessam Khoshnevisan,
Mohamad Afshar,
S. Hyunsik,
L. Jinjoo,
Robert L. Glass,
Robert L. Glass,
Robert L. Glass,
Robert L. Glass,
Robert L. Glass,
Robert L. Glass,
Robert L. Glass,
Robert L. Glass,
C. C. Chang,
Daniel J. Buehrer,
C. Chang,
H. Tsai,
Hadas Shachnai,
Philip S. Yu,
Jan H. M. Korst,
Verus Pronk,
Junehwa Song,
G. Ramalingam,
Raymond E. Miller,
Byoung-Kee Yi,
Christina Aurrecoechea,
Andrew T. Campbell,
Linda Hauw,
Abdelhakim Hafid,
Gregor von Bochmann,
M. Cecelia Buchanan,
Polle Zellweger,
Asit Dan,
Martin G. Kienzle,
Dinkar Sitaram,
Gerd Schrmann,
Ming-Syan Chen,
Dilip D. Kandlur,
Philip S. Yu,
Ping Bai,
B. Prabhakaran,
Aravind Srinivasan,
HongJiang Zhang,
Atreye Kankanhalli,
Stephen W. Smoliar,
Dick C. A. Bulterman,
Arif Ghafoor,
Ivan Herman,
Nuno Correia,
David A. Duce,
David J. Duke,
Graham J. Reynolds,
James Van Loo,
M. L. Hilton,
Bjorn D. Jawerth,
A. Sengupta,
Antonio Camurri,
Pasqualino Ferrentino,
Khoa D. Huynh,
Taghi M. Khoshgoftaar,
Ralph Ford,
Craig Robson,
Daniel Temple,
Michael Gerlach,
Richard Han,
David G. Messerschmitt,
Yihong Gong,
Huanxu Pan,
Lek Heng Ngoh,
Aurel A. Lazar,
A. Desai Narasimhalu,
A. Desai Narasimhalu,
Nicola Aloia,
Maristella Matera,
Fabio Patern,
Rosalind W. Picard,
Thomas P. Minka,
Greg Pass,
Ramin Zabih,
Jean-Marc Jot,
Wei-Ying Ma,
B. S. Manjunath,
Guojun Lu,
Atul Sajjanhar,
Raymond T. Ng,
Jinhai Yang,
Peter Schnorf,
Alexandros Eleftheriadis,
Sassan Pejhan,
Dimitris Anastassiou,
Tsun-Ping J. To,
Babak Hamidzadeh,
Kun-Lung Wu,
Philip S. Yu,
Boon-Lock Yeo,
H. Khalfallah,
Ahmed Karmouch,
Blair MacIntyre,
Steven Feiner,
Taeck-Geun Kwon,
Yanghee Choi,
Sukho Lee,
Siu-Wah Lau,
John C. S. Lui,
KyungOh Lee,
Heon Young Yeom,
Lian Li,
Ahmed Karmouch,
Nicolas D. Georganas,
Roger B. Dannenberg,
Thomas P. Neuendorffer,
Joseph M. Newcomer,
Dean Rubine,
David B. Anderson,
Sue B. Moon,
James F. Kurose,
Donald F. Towsley,
Kien A. Hua,
Wallapak Tavanapong,
James Ze Wang,
T. V. Raman,
David Gries,
Arun Katkere,
Saied Moezzi,
Don Y. Kuramura,
Patrick Kelly,
Ramesh Jain,
Joel L. Wolf,
Philip S. Yu,
Hadas Shachnai,
Tetsuro Ogi,
Michitaka Hirose,
Andy C. Hung,
Teresa H. Y. Meng,
Khoa D. Huynh,
Taghi M. Khoshgoftaar,
Khoa D. Huynh,
Taghi M. Khoshgoftaar,
HweeHwa Pang,
Tzi-cker Chiueh,
Tulika Mitra,
Anindya Neogi,
Chuan-Kai Yang,
Huzur Saran,
Srinivasan Keshav,
Charles R. Kalmanek,
Brian Neil Levine,
J. J. Garcia-Luna-Aceves,
Rei Hamakawa,
Jun Rekimoto,
Henning Schulzrinne,
Sanjay G. Rao,
S. V. Raghavan,
B. Prabhakaran,
M. Tamer zsu,
Duane Szafron,
Ghada El-Medani,
Chiradeep Vittal,
Mikael Degermark,
Torsten Khler,
Stephen Pink,
Olov Scheln,
John F. Buford,
Lloyd Rutledge,
John L. Rutledge,
Can Keskin,
Rajendra Yavatkar,
K. Lakshman,
Khaled Shuaib,
Tarek N. Saadawi,
Myung J. Lee,
Bert Basch,
David L. Tennenhouse,
Joel F. Adam,
David Carver,
Henry H. Houh,
Michael Ismert,
Christopher Lindblad,
William F. Stasior,
David Wetherall,
David R. Bacher,
Theresa Chang,
Steve Benford,
John Bowers,
Lennart E. Fahln,
Chris Greenhalgh,
Dave Snowdon,
Antoine N. Mourad,
Richard Staehli,
Jonathan Walpole,
David Maier,
Stephen Barrass,
Gregory Kramer,
Alok Srivastava,
Anup Kumar,
Aditi Singru,
Anil K. Jain,
Aditya Vailaya,
Xiong Wei,
Philip Kwok Chung Tse,
Clement H. C. Leung,
Danny L. S. Chan,
Samuel T. Chanson,
Veli Hakkoymaz,
Joel Kraft,
Gultekin zsoyoglu,
Carsten Vogt,
John Kominek,
Aurel A. Lazar,
Giovanni Pacifici,
Dimitrios E. Pendarakis,
Tosiyasu L. Kunii,
Yoshihisa Shinagawa,
Raymond M. Paul,
M. F. Kahn,
Ashfaq A. Khokhar,
Wayne Wolf,
Youjip Won,
Jaideep Srivastava,
Rose P. Tsang,
David Hung-Chang Du,
Allalaghatta Pavan,
Chiung-Shien Wu,
Gin-Kou Ma,
Mei-Chian Liu,
Kimberly Keeton,
Randy H. Katz,
Seong Bae Eun,
Eun Suk No,
Hyung Chul Kim,
Hyunsoo Yoon,
Seung Ryoul Maeng,
Luiz Fernando G. Soares,
Rogrio Ferreira Rodrigues,
Dbora C. Muchaluat,
Joseph Pasquale,
George C. Polyzos,
George Xylomenos,
Lonce Wyse,
Wei Yen,
Ian F. Akyildiz,
Xiaoye Jiang,
Prasant Mohapatra,
Fabio Panzieri,
Marco Roccetti,
Domenico Ferrari,
Domenico Ferrari,
Philip S. Yu,
Ming-Syan Chen,
Dilip D. Kandlur,
Philip S. Yu,
Joel L. Wolf,
Hadas Shachnai,
Sibel Adali,
Maria Luisa Sapino,
V. S. Subrahmanian,
David De Roure,
Steven Blackburn,
Louis C. Yun,
David G. Messerschmidt,
Asit Dan,
Dinkar Sitaram,
Perwez Shahabuddin,
Eve M. Schooler,
Eve M. Schooler,
Hans-Peter Dommel,
J. J. Garcia-Luna-Aceves,
Charles E. Hughes,
J. Michael Moshell,
Ravi Wijayaratne,
A. L. Narasimha Reddy,
Luca Delgrossi,
Ralf Guido Herrtwich,
Frank Oliver Hoffmann,
Sibylle Schaller,
Andreas Mauthe,
Geoff Coulson,
Chung-Ming Huang,
Jyh-Shiou Chen,
Chih-Hao Lin,
Chian Wang,
Toshiyuki Urabe,
Hassan Afzal,
Grace Ho,
Pramod Pancha,
Magda El Zarki,
Farshid Arman,
Arding Hsu,
Ming-Yee Chiu,
Andrew T. Campbell,
Geoff Coulson,
David Hutchison,
B. Prabhakaran,
S. V. Raghavan,
F. R. Edwards,
M. F. Schulz,
Paul W. Jardetzky,
Cormac J. Sreenan,
Roger M. Needham,
Ming-Syan Chen,
Hui-I Hsiao,
Chung-Sheng Li,
Philip S. Yu,
Jrg Liebeherr,
Dallas E. Wrege,
C. Y. Roger Chen,
Dikran S. Meliksetian,
M. C. Chang,
L. J. Liu,
Lonce Wyse,
Peter R. Kellock,
Thomas D. C. Little,
Riccardo Gusella,
Thomas D. C. Little,
Dinesh Venkatesh,
A. E. Kaplan,
Srinivasan Keshav,
N. L. Schryer,
J. H. Venutolo,
William D. Richard,
Jerome R. Cox Jr.,
Brian L. Gottlieb,
Ken Krieger,
Sheng-Tzong Cheng,
Chi-Ming Chen,
Ing-Ray Chen,
Jian-Kang Wu,
Y. H. Ang,
P. Lam,
H. H. Loh,
A. Desai Narasimhalu,
HongJiang Zhang,
Shuang Yeo Tan,
Stephen W. Smoliar,
Yihong Gong,
John R. Smith,
Shih-Fu Chang,
Panagiotis N. Zarros,
Myung J. Lee,
Tarek N. Saadawi,
Constantinos Vassilakis,
Michael Paterakis,
Peter Triantafillou,
Marwan Krunz,
George Apostolopoulos,
Marwan Krunz,
Satish K. Tripathi,
Luca Delgrossi,
Christian Halstrick,
Ralf Guido Herrtwich,
Oliver Krone,
Jochen Sandvoss,
Carsten Vogt,
Wu-chi Feng,
Farnam Jahanian,
Stuart Sechrest,
Siu-Wah Lau,
John C. S. Lui,
Leana Golubchik,
Michael R. Izquierdo,
Douglas S. Reeves,
Jan H. M. Korst,
Igor D. D. Curcio,
Antonio Puliafito,
Salvatore Riccobene,
Lorenzo Vita,
Lian Li,
Ahmed Karmouch,
Nicolas D. Georganas,
S. Sureshandran,
P. J. Warter,
Donald L. Stone,
Kevin Jeffay,
Nadia Magnenat-Thalmann,
Daniel Thalmann,
Ho Chao Huang,
Jau-Hsiung Huang,
Ja-Ling Wu,
K. Qian,
Nicolas D. Georganas,
D. McDonald,
Wanjiun Liao,
Victor O. K. Li,
Mengjou Lin,
David Singer,
Alagu Periyannan,
Chi-Cheng Lin,
Jiangxu Xiang,
Shi-Kuo Chang,
Chris Shaw,
Mark Green,
Bo Shen,
Ishwar K. Sethi,
Charu C. Aggarwal,
Joel L. Wolf,
Philip S. Yu,
J. Christian Fritzsche,
Louis Weitzman,
Kent Wittenburg,
Ernst Biersack,
Werner Geyer,
Jian-Kang Wu,
A. Desai Narasimhalu,
Babu M. Mehtre,
Chian-Prong Lam,
Yong Jian Gao,
Yong Rui,
Thomas S. Huang,
Sharad Mehrotra,
Hemant Kanakia,
Partho Pratim Mishra,
H. Chang,
T. Hou,
Arding Hsu,
Shi-Kuo Chang,
Pawan Goyal,
Simon S. Lam,
Harrick M. Vin,
Sadegh Abbasi,
Farzin Mokhtarian,
Josef Kittler,
Prashant J. Shenoy,
Harrick M. Vin,
Prashant J. Shenoy,
Harrick M. Vin,
K. K. Ramakrishnan,
Lev Vaitzblit,
Cary G. Gray,
Uresh Vahalia,
Dennis Ting,
Percy Tzelnic,
Steve Glaser,
Wayne Duso,
Leana Golubchik,
John C. S. Lui,
Richard R. Muntz,
Michael Kozuch,
Wayne Wolf,
Andrew Wolfe,
Domenico Ferrari,
Amit Gupta,
Giorgio Ventre,
Ian F. Akyildiz,
John-Thones Amenyo,
Aurel A. Lazar,
Giovanni Pacifici,
Shih-Ping Liou,
Rune Hjelsvold,
Remi Depommier,
Arding Hsu,
Sreenivas Gollapudi,
Aidong Zhang,
Michael Lhr,
Thomas C. Rakow,
Daniel Reininger,
Wilson Kwok,
Kiyotaka Otsuji,
Yoshinobu Tonomura,
Horace J. Meng,
Di Zhong,
Shih-Fu Chang,
Michalis Vazirgiannis,
Yannis Theodoridis,
Timos K. Sellis,
Scott A. Barnett,
Gary J. Anido,
David G. Boyer,
Michael E. Lukacs,
Xiaodong Wen,
Theodore D. Huffmire,
Helen H. Hu,
Adam Finkelstein,
Cyril U. Orji,
Patrick O. Bobbie,
Kingsley C. Nwosu,
Deepak R. Kenchammana-Hosekote,
Jaideep Srivastava,
Antonio Chimienti,
Marco Conti,
Enrico Gregori,
Maurizio Lucenteforte,
Romualdo Picco,
Kurt Rothermel,
Tobias Helbig,
Aurelio La Corte,
Alfio Lombardo,
Sergio Palazzo,
Giovanni Schembra,
Simon J. Gibbs,
Constantin Arapis,
Christian Breiteneder,
Stephen Jacobs,
Alexandros Eleftheriadis,
Dimitris Anastassiou,
Dipankar Raychaudhuri,
Daniel Reininger,
Robert J. Siracusa,
Thomas V. Johnson,
Aidong Zhang,
Thomas D. C. Little,
Yong Xie,
Changdong Liu,
Myung J. Lee,
Tarek N. Saadawi,
Ellen Isaacs,
John C. Tang,
Sumathi Kadur,
Forouzan Golshani,
Bruce Millard,
Sibel Adali,
K. Seluk Candan,
Su-Shing Chen,
Kutluhan Erol,
V. S. Subrahmanian,
Ralf Guido Herrtwich,
Cyrus Shahabi,
Shahram Ghandeharizadeh,
Kaoru Nakazono,
Senthil Kumar,
G. Phanendra Babu,
Erol Gelenbe,
Mert Sungur,
Christopher Cramer,
Pamir Gelenbe,
Jonathan Foote,
Carl J. Beckmann,
Ahmed A. Moin,
Saurab Nog,
Hui Zhang,
Edward W. Knightly,
Hui Zhang,
Edward W. Knightly,
Alan Borning,
Richard Kuang-Hsu Lin,
Kim Marriott,
S. Moni,
Rangasami L. Kashyap,
Eric D. Scheirer,
Young Francis Day,
Ashfaq A. Khokhar,
Serhan Dagtas,
Arif Ghafoor,
Na'el Hirzalla,
Ahmed Karmouch,
E. Chan,
Arturo A. Rodriguez,
R. Gandhi,
Sethuraman Panchanathan,
Jacopo M. Corridoni,
Alberto Del Bimbo,
Pietro Pala,
S. Viswanathan,
Tomasz Imielinski,
Banu zden,
Rajeev Rastogi,
Abraham Silberschatz,
Carsten Vogt,
Lars C. Wolf,
Ralf Guido Herrtwich,
Hartmut Wittig,
Edward W. Knightly,
Nathaniel Borenstein,
Milind M. Buddhikot,
Guru M. Parulkar,
Maristella Agosti,
Massimo Melucci,
Fabio Crestani,
Elisa Bertino,
Barbara Catania,
Colin Parris,
Hui Zhang,
Domenico Ferrari,
Yuewei Wang,
Jonathan C. L. Liu,
David Hung-Chang Du,
Jenwei Hsieh,
K. S. Wang,
James O. Normile,
Hsi-Jung Wu,
Arturo A. Rodriguez,
Rainer Lienhart,
Wolfgang Effelsberg,
Joel F. Adam,
David L. Tennenhouse,
Gerhard A. Schloss,
Michael J. Wynblatt,
Ramin Zabih,
Justin Miller,
Kevin Mai,
Divyesh Jadav,
Alok N. Choudhary,
P. Bruce Berra,
K. Seluk Candan,
Eenjun Hwang,
V. S. Subrahmanian,
K. Seluk Candan,
B. Prabhakaran,
V. S. Subrahmanian,
A. Krishnamurthy,
Thomas D. C. Little,
D. Castaon,
Toshio Sato,
Takeo Kanade,
Ellen K. Hughes,
Michael A. Smith,
Shin'ichi Satoh,
Haitao Jiang,
Abdelsalam Helal,
Ahmed K. Elmagarmid,
Anupam Joshi,
Krishna Bharat,
Tomonari Kamba,
Michael Albers,
Duminda Wijesekera,
Jaideep Srivastava,
Anil Nerode,
Mark Foresti,
Ralf Guido Herrtwich,
Ralf Guido Herrtwich,
Pattie Maes,
Trevor Darrell,
Bruce Blumberg,
Alex Pentland,
Shree Murthy,
Hari Lalgudi,
S. Chang,
David G. Messerschmidt,
Carl K. Chang,
Chiao-Chuan Shih,
Shih-Fu Chang,
HongJiang Zhang,
Jim Gemmell,
Jiawei Han,
Rainer Mller,
Thomas Ottmann,
Eugene L. Lawler,
Gordon Bell,
Krzysztof R. Apt,
Marc Bezem,
Feng Zhao,
Christopher Bailey-Kellogg,
Xingang Huang,
Ivn Ordez,
Mark Korsloot,
Hans Mulder,
Torben . Mogensen,
Carsten Kehler Holst,
Hideo Asio,
Kazuaki Rokusawa,
Akihiko Nakase,
Takashi Chikayama,
Arun Lakhotia,
Leon Sterling,
Arun Lakhotia,
Leon Sterling,
David A. Fuller,
Samson Abramsky,
Teruo Fukumura,
Ikuo Takeuchi,
Hiroshi G. Okuno,
Nobuyasu Ohsato,
C. H. Ben Choi,
Laurent Hascot,
Antonio Brogi,
Simone Contiero,
Toyoaki Nishida,
Kenji Mizutani,
Shuji Doshita,
Hisao Tamaki,
Taisuke Sato,
Masami Hagiya,
Masami Hagiya,
Yoshihiko Ohta,
Katsumi Inoue,
T. Y. Chen,
Jean-Louis Lassez,
Graeme S. Port,
